vendor,sending_zip,receiving_zip,vendor_B_pricing,
vendor_B,22001,1569,16,
vendor_B,22009,1569,16,
vendor_B,23589,1569,16,
vendor_B,22001,1570,16,
vendor_B,22009,1570,16,
vendor_B,23589,1570,16,
vendor_B,22001,1571,16,
vendor_B,22009,1571,16,
vendor_B,23589,1571,16,
vendor_B,22001,1581,16,
vendor_B,22009,1581,16,
vendor_B,23589,1581,16,
vendor_B,22001,1583,16,
vendor_B,22009,1583,16,
vendor_B,23589,1583,16,
vendor_B,22001,1585,16,
vendor_B,22009,1585,16,
vendor_B,23589,1585,16,
vendor_B,22001,1588,16,
vendor_B,22009,1588,16,
vendor_B,23589,1588,16,
vendor_B,22001,1590,16,
vendor_B,22009,1590,16,
vendor_B,23589,1590,16,
vendor_B,22001,1602,16,
vendor_B,22009,1602,16,
vendor_B,23589,1602,16,
vendor_B,22001,1603,16,
vendor_B,22009,1603,16,
vendor_B,23589,1603,16,
vendor_B,22001,1604,16,
vendor_B,22009,1604,16,
vendor_B,23589,1604,16,
vendor_B,22001,1605,16,
vendor_B,22009,1605,16,
vendor_B,23589,1605,16,
vendor_B,22001,1606,16,
vendor_B,22009,1606,16,
vendor_B,23589,1606,16,
vendor_B,22001,1608,16,
vendor_B,22009,1608,16,
vendor_B,23589,1608,16,
vendor_B,22001,1609,16,
vendor_B,22009,1609,16,
vendor_B,23589,1609,16,
vendor_B,22001,1610,16,
vendor_B,22009,1610,16,
vendor_B,23589,1610,16,
vendor_B,22001,1612,16,
vendor_B,22009,1612,16,
vendor_B,23589,1612,16,
vendor_B,22001,1701,16,
vendor_B,22009,1701,16,
vendor_B,23589,1701,16,
vendor_B,22001,1702,16,
vendor_B,22009,1702,16,
vendor_B,23589,1702,16,
vendor_B,22001,1719,16,
vendor_B,22009,1719,16,
vendor_B,23589,1719,16,
vendor_B,22001,1720,16,
vendor_B,22009,1720,16,
vendor_B,23589,1720,16,
vendor_B,22001,1721,16,
vendor_B,22009,1721,16,
vendor_B,23589,1721,16,
vendor_B,22001,1730,16,
vendor_B,22009,1730,16,
vendor_B,23589,1730,16,
vendor_B,22001,1740,16,
vendor_B,22009,1740,16,
vendor_B,23589,1740,16,
vendor_B,22001,1741,16,
vendor_B,22009,1741,16,
vendor_B,23589,1741,16,
vendor_B,22001,1742,16,
vendor_B,22009,1742,16,
vendor_B,23589,1742,16,
vendor_B,22001,1745,16,
vendor_B,22009,1745,16,
vendor_B,23589,1745,16,
vendor_B,22001,1746,14,
vendor_B,22009,1746,14,
vendor_B,23589,1746,14,
vendor_B,22001,1747,16,
vendor_B,22009,1747,16,
vendor_B,23589,1747,16,
vendor_B,22001,1748,16,
vendor_B,22009,1748,16,
vendor_B,23589,1748,16,
vendor_B,22001,1749,16,
vendor_B,22009,1749,16,
vendor_B,23589,1749,16,
vendor_B,22001,1752,16,
vendor_B,22009,1752,16,
vendor_B,23589,1752,16,
vendor_B,22001,1754,16,
vendor_B,22009,1754,16,
vendor_B,23589,1754,16,
vendor_B,22001,1756,16,
vendor_B,22009,1756,16,
vendor_B,23589,1756,16,
vendor_B,22001,1757,16,
vendor_B,22009,1757,16,
vendor_B,23589,1757,16,
vendor_B,22001,1760,16,
vendor_B,22009,1760,16,
vendor_B,23589,1760,16,
vendor_B,22001,1770,15,
vendor_B,22009,1770,15,
vendor_B,23589,1770,15,
vendor_B,22001,1772,16,
vendor_B,22009,1772,16,
vendor_B,23589,1772,16,
vendor_B,22001,1773,15,
vendor_B,22009,1773,15,
vendor_B,23589,1773,15,
vendor_B,22001,1775,16,
vendor_B,22009,1775,16,
vendor_B,23589,1775,16,
vendor_B,22001,1776,16,
vendor_B,22009,1776,16,
vendor_B,23589,1776,16,
vendor_B,22001,1778,16,
vendor_B,22009,1778,16,
vendor_B,23589,1778,16,
vendor_B,22001,1801,16,
vendor_B,22009,1801,16,
vendor_B,23589,1801,16,
vendor_B,22001,1803,16,
vendor_B,22009,1803,16,
vendor_B,23589,1803,16,
vendor_B,22001,1810,15,
vendor_B,22009,1810,15,
vendor_B,23589,1810,15,
vendor_B,22001,1821,16,
vendor_B,22009,1821,16,
vendor_B,23589,1821,16,
vendor_B,22001,1824,16,
vendor_B,22009,1824,16,
vendor_B,23589,1824,16,
vendor_B,22001,1826,16,
vendor_B,22009,1826,16,
vendor_B,23589,1826,16,
vendor_B,22001,1830,16,
vendor_B,22009,1830,16,
vendor_B,23589,1830,16,
vendor_B,22001,1832,16,
vendor_B,22009,1832,16,
vendor_B,23589,1832,16,
vendor_B,22001,1833,16,
vendor_B,22009,1833,16,
vendor_B,23589,1833,16,
vendor_B,22001,1834,16,
vendor_B,22009,1834,16,
vendor_B,23589,1834,16,
vendor_B,22001,1835,16,
vendor_B,22009,1835,16,
vendor_B,23589,1835,16,
vendor_B,22001,1840,16,
vendor_B,22009,1840,16,
vendor_B,23589,1840,16,
vendor_B,22001,1843,16,
vendor_B,22009,1843,16,
vendor_B,23589,1843,16,
vendor_B,22001,1844,16,
vendor_B,22009,1844,16,
vendor_B,23589,1844,16,
vendor_B,22001,1845,16,
vendor_B,22009,1845,16,
vendor_B,23589,1845,16,
vendor_B,22001,1851,16,
vendor_B,22009,1851,16,
vendor_B,23589,1851,16,
vendor_B,22001,1852,16,
vendor_B,22009,1852,16,
vendor_B,23589,1852,16,
vendor_B,22001,1854,16,
vendor_B,22009,1854,16,
vendor_B,23589,1854,16,
vendor_B,22001,1862,16,
vendor_B,22009,1862,16,
vendor_B,23589,1862,16,
vendor_B,22001,1863,16,
vendor_B,22009,1863,16,
vendor_B,23589,1863,16,
vendor_B,22001,1864,18,
vendor_B,22009,1864,18,
vendor_B,23589,1864,18,
vendor_B,22001,1867,16,
vendor_B,22009,1867,16,
vendor_B,23589,1867,16,
vendor_B,22001,1876,16,
vendor_B,22009,1876,16,
vendor_B,23589,1876,16,
vendor_B,22001,1880,16,
vendor_B,22009,1880,16,
vendor_B,23589,1880,16,
vendor_B,22001,1886,16,
vendor_B,22009,1886,16,
vendor_B,23589,1886,16,
vendor_B,22001,1887,16,
vendor_B,22009,1887,16,
vendor_B,23589,1887,16,
vendor_B,22001,1890,16,
vendor_B,22009,1890,16,
vendor_B,23589,1890,16,
vendor_B,22001,1902,15,
vendor_B,22009,1902,15,
vendor_B,23589,1902,15,
vendor_B,22001,1904,16,
vendor_B,22009,1904,16,
vendor_B,23589,1904,16,
vendor_B,22001,1906,16,
vendor_B,22009,1906,16,
vendor_B,23589,1906,16,
vendor_B,22001,1907,16,
vendor_B,22009,1907,16,
vendor_B,23589,1907,16,
vendor_B,22001,1908,16,
vendor_B,22009,1908,16,
vendor_B,23589,1908,16,
vendor_B,22001,1913,16,
vendor_B,22009,1913,16,
vendor_B,23589,1913,16,
vendor_B,22001,1915,16,
vendor_B,22009,1915,16,
vendor_B,23589,1915,16,
vendor_B,22001,1921,16,
vendor_B,22009,1921,16,
vendor_B,23589,1921,16,
vendor_B,22001,1922,18,
vendor_B,22009,1922,18,
vendor_B,23589,1922,18,
vendor_B,22001,1923,16,
vendor_B,22009,1923,16,
vendor_B,23589,1923,16,
vendor_B,22001,1929,16,
vendor_B,22009,1929,16,
vendor_B,23589,1929,16,
vendor_B,22001,1930,16,
vendor_B,22009,1930,16,
vendor_B,23589,1930,16,
vendor_B,22001,1938,15,
vendor_B,22009,1938,15,
vendor_B,23589,1938,15,
vendor_B,22001,1940,16,
vendor_B,22009,1940,16,
vendor_B,23589,1940,16,
vendor_B,22001,1944,16,
vendor_B,22009,1944,16,
vendor_B,23589,1944,16,
vendor_B,22001,1945,16,
vendor_B,22009,1945,16,
vendor_B,23589,1945,16,
vendor_B,22001,1949,16,
vendor_B,22009,1949,16,
vendor_B,23589,1949,16,
vendor_B,22001,1950,16,
vendor_B,22009,1950,16,
vendor_B,23589,1950,16,
vendor_B,22001,1951,16,
vendor_B,22009,1951,16,
vendor_B,23589,1951,16,
vendor_B,22001,1960,16,
vendor_B,22009,1960,16,
vendor_B,23589,1960,16,
vendor_B,22001,1966,18,
vendor_B,22009,1966,18,
vendor_B,23589,1966,18,
vendor_B,22001,1970,16,
vendor_B,22009,1970,16,
vendor_B,23589,1970,16,
vendor_B,22001,1982,16,
vendor_B,22009,1982,16,
vendor_B,23589,1982,16,
vendor_B,22001,1983,16,
vendor_B,22009,1983,16,
vendor_B,23589,1983,16,
vendor_B,22001,1984,16,
vendor_B,22009,1984,16,
vendor_B,23589,1984,16,
vendor_B,22001,1985,16,
vendor_B,22009,1985,16,
vendor_B,23589,1985,16,
vendor_B,22001,2019,16,
vendor_B,22009,2019,16,
vendor_B,23589,2019,16,
vendor_B,22001,2021,16,
vendor_B,22009,2021,16,
vendor_B,23589,2021,16,
vendor_B,22001,2025,16,
vendor_B,22009,2025,16,
vendor_B,23589,2025,16,
vendor_B,22001,2026,16,
vendor_B,22009,2026,16,
vendor_B,23589,2026,16,
vendor_B,22001,2030,16,
vendor_B,22009,2030,16,
vendor_B,23589,2030,16,
vendor_B,22001,2032,16,
vendor_B,22009,2032,16,
vendor_B,23589,2032,16,
vendor_B,22001,2035,16,
vendor_B,22009,2035,16,
vendor_B,23589,2035,16,
vendor_B,22001,2038,16,
vendor_B,22009,2038,16,
vendor_B,23589,2038,16,
vendor_B,22001,2043,16,
vendor_B,22009,2043,16,
vendor_B,23589,2043,16,
vendor_B,22001,2045,16,
vendor_B,22009,2045,16,
vendor_B,23589,2045,16,
vendor_B,22001,2047,16,
vendor_B,22009,2047,16,
vendor_B,23589,2047,16,
vendor_B,22001,2048,15,
vendor_B,22009,2048,15,
vendor_B,23589,2048,15,
vendor_B,22001,2050,16,
vendor_B,22009,2050,16,
vendor_B,23589,2050,16,
vendor_B,22001,2052,16,
vendor_B,22009,2052,16,
vendor_B,23589,2052,16,
vendor_B,22001,2053,16,
vendor_B,22009,2053,16,
vendor_B,23589,2053,16,
vendor_B,22001,2054,16,
vendor_B,22009,2054,16,
vendor_B,23589,2054,16,
vendor_B,22001,2056,16,
vendor_B,22009,2056,16,
vendor_B,23589,2056,16,
vendor_B,22001,2061,18,
vendor_B,22009,2061,18,
vendor_B,23589,2061,18,
vendor_B,22001,2062,16,
vendor_B,22009,2062,16,
vendor_B,23589,2062,16,
vendor_B,22001,2066,16,
vendor_B,22009,2066,16,
vendor_B,23589,2066,16,
vendor_B,22001,2067,16,
vendor_B,22009,2067,16,
vendor_B,23589,2067,16,
vendor_B,22001,2072,16,
vendor_B,22009,2072,16,
vendor_B,23589,2072,16,
vendor_B,22001,2081,16,
vendor_B,22009,2081,16,
vendor_B,23589,2081,16,
vendor_B,22001,2090,16,
vendor_B,22009,2090,16,
vendor_B,23589,2090,16,
vendor_B,22001,2093,18,
vendor_B,22009,2093,18,
vendor_B,23589,2093,18,
vendor_B,22001,2108,16,
vendor_B,22009,2108,16,
vendor_B,23589,2108,16,
vendor_B,22001,2109,16,
vendor_B,22009,2109,16,
vendor_B,23589,2109,16,
vendor_B,22001,2110,16,
vendor_B,22009,2110,16,
vendor_B,23589,2110,16,
vendor_B,22001,2111,16,
vendor_B,22009,2111,16,
vendor_B,23589,2111,16,
vendor_B,22001,2113,16,
vendor_B,22009,2113,16,
vendor_B,23589,2113,16,
vendor_B,22001,2114,16,
vendor_B,22009,2114,16,
vendor_B,23589,2114,16,
vendor_B,22001,2115,16,
vendor_B,22009,2115,16,
vendor_B,23589,2115,16,
vendor_B,22001,2116,16,
vendor_B,22009,2116,16,
vendor_B,23589,2116,16,
vendor_B,22001,2118,16,
vendor_B,22009,2118,16,
vendor_B,23589,2118,16,
vendor_B,22001,2119,16,
vendor_B,22009,2119,16,
vendor_B,23589,2119,16,
vendor_B,22001,2120,16,
vendor_B,22009,2120,16,
vendor_B,23589,2120,16,
vendor_B,22001,2121,16,
vendor_B,22009,2121,16,
vendor_B,23589,2121,16,
vendor_B,22001,2122,16,
vendor_B,22009,2122,16,
vendor_B,23589,2122,16,
vendor_B,22001,2124,16,
vendor_B,22009,2124,16,
vendor_B,23589,2124,16,
vendor_B,22001,2125,18,
vendor_B,22009,2125,18,
vendor_B,23589,2125,18,
vendor_B,22001,2126,16,
vendor_B,22009,2126,16,
vendor_B,23589,2126,16,
vendor_B,22001,2127,15,
vendor_B,22009,2127,15,
vendor_B,23589,2127,15,
vendor_B,22001,2128,16,
vendor_B,22009,2128,16,
vendor_B,23589,2128,16,
vendor_B,22001,2129,16,
vendor_B,22009,2129,16,
vendor_B,23589,2129,16,
vendor_B,22001,2130,16,
vendor_B,22009,2130,16,
vendor_B,23589,2130,16,
vendor_B,22001,2131,18,
vendor_B,22009,2131,18,
vendor_B,23589,2131,18,
vendor_B,22001,2132,16,
vendor_B,22009,2132,16,
vendor_B,23589,2132,16,
vendor_B,22001,2134,16,
vendor_B,22009,2134,16,
vendor_B,23589,2134,16,
vendor_B,22001,2135,15,
vendor_B,22009,2135,15,
vendor_B,23589,2135,15,
vendor_B,22001,2136,16,
vendor_B,22009,2136,16,
vendor_B,23589,2136,16,
vendor_B,22001,2138,16,
vendor_B,22009,2138,16,
vendor_B,23589,2138,16,
vendor_B,22001,2139,16,
vendor_B,22009,2139,16,
vendor_B,23589,2139,16,
vendor_B,22001,2140,16,
vendor_B,22009,2140,16,
vendor_B,23589,2140,16,
vendor_B,22001,2141,16,
vendor_B,22009,2141,16,
vendor_B,23589,2141,16,
vendor_B,22001,2142,16,
vendor_B,22009,2142,16,
vendor_B,23589,2142,16,
vendor_B,22001,2143,16,
vendor_B,22009,2143,16,
vendor_B,23589,2143,16,
vendor_B,22001,2144,16,
vendor_B,22009,2144,16,
vendor_B,23589,2144,16,
vendor_B,22001,2145,16,
vendor_B,22009,2145,16,
vendor_B,23589,2145,16,
vendor_B,22001,2148,16,
vendor_B,22009,2148,16,
vendor_B,23589,2148,16,
vendor_B,22001,2149,16,
vendor_B,22009,2149,16,
vendor_B,23589,2149,16,
vendor_B,22001,2150,16,
vendor_B,22009,2150,16,
vendor_B,23589,2150,16,
vendor_B,22001,2151,16,
vendor_B,22009,2151,16,
vendor_B,23589,2151,16,
vendor_B,22001,2152,18,
vendor_B,22009,2152,18,
vendor_B,23589,2152,18,
vendor_B,22001,2155,18,
vendor_B,22009,2155,18,
vendor_B,23589,2155,18,
vendor_B,22001,2163,16,
vendor_B,22009,2163,16,
vendor_B,23589,2163,16,
vendor_B,22001,2169,16,
vendor_B,22009,2169,16,
vendor_B,23589,2169,16,
vendor_B,22001,2170,16,
vendor_B,22009,2170,16,
vendor_B,23589,2170,16,
vendor_B,22001,2171,16,
vendor_B,22009,2171,16,
vendor_B,23589,2171,16,
vendor_B,22001,2176,16,
vendor_B,22009,2176,16,
vendor_B,23589,2176,16,
vendor_B,22001,2180,14,
vendor_B,22009,2180,14,
vendor_B,23589,2180,14,
vendor_B,22001,2184,16,
vendor_B,22009,2184,16,
vendor_B,23589,2184,16,
vendor_B,22001,2186,16,
vendor_B,22009,2186,16,
vendor_B,23589,2186,16,
vendor_B,22001,2188,16,
vendor_B,22009,2188,16,
vendor_B,23589,2188,16,
vendor_B,22001,2189,16,
vendor_B,22009,2189,16,
vendor_B,23589,2189,16,
vendor_B,22001,2190,16,
vendor_B,22009,2190,16,
vendor_B,23589,2190,16,
vendor_B,22001,2199,16,
vendor_B,22009,2199,16,
vendor_B,23589,2199,16,
vendor_B,22001,2201,16,
vendor_B,22009,2201,16,
vendor_B,23589,2201,16,
vendor_B,22001,2210,16,
vendor_B,22009,2210,16,
vendor_B,23589,2210,16,
vendor_B,22001,2215,16,
vendor_B,22009,2215,16,
vendor_B,23589,2215,16,
vendor_B,22001,2216,16,
vendor_B,22009,2216,16,
vendor_B,23589,2216,16,
vendor_B,22001,2301,16,
vendor_B,22009,2301,16,
vendor_B,23589,2301,16,
vendor_B,22001,2302,16,
vendor_B,22009,2302,16,
vendor_B,23589,2302,16,
vendor_B,22001,2324,16,
vendor_B,22009,2324,16,
vendor_B,23589,2324,16,
vendor_B,22001,2330,16,
vendor_B,22009,2330,16,
vendor_B,23589,2330,16,
vendor_B,22001,2332,16,
vendor_B,22009,2332,16,
vendor_B,23589,2332,16,
vendor_B,22001,2333,16,
vendor_B,22009,2333,16,
vendor_B,23589,2333,16,
vendor_B,22001,2338,16,
vendor_B,22009,2338,16,
vendor_B,23589,2338,16,
vendor_B,22001,2339,16,
vendor_B,22009,2339,16,
vendor_B,23589,2339,16,
vendor_B,22001,2341,16,
vendor_B,22009,2341,16,
vendor_B,23589,2341,16,
vendor_B,22001,2343,16,
vendor_B,22009,2343,16,
vendor_B,23589,2343,16,
vendor_B,22001,2346,16,
vendor_B,22009,2346,16,
vendor_B,23589,2346,16,
vendor_B,22001,2347,16,
vendor_B,22009,2347,16,
vendor_B,23589,2347,16,
vendor_B,22001,2351,16,
vendor_B,22009,2351,16,
vendor_B,23589,2351,16,
vendor_B,22001,2356,16,
vendor_B,22009,2356,16,
vendor_B,23589,2356,16,
vendor_B,22001,2357,16,
vendor_B,22009,2357,16,
vendor_B,23589,2357,16,
vendor_B,22001,2359,16,
vendor_B,22009,2359,16,
vendor_B,23589,2359,16,
vendor_B,22001,2360,16,
vendor_B,22009,2360,16,
vendor_B,23589,2360,16,
vendor_B,22001,2364,16,
vendor_B,22009,2364,16,
vendor_B,23589,2364,16,
vendor_B,22001,2367,16,
vendor_B,22009,2367,16,
vendor_B,23589,2367,16,
vendor_B,22001,2368,16,
vendor_B,22009,2368,16,
vendor_B,23589,2368,16,
vendor_B,22001,2370,16,
vendor_B,22009,2370,16,
vendor_B,23589,2370,16,
vendor_B,22001,2375,16,
vendor_B,22009,2375,16,
vendor_B,23589,2375,16,
vendor_B,22001,2379,15,
vendor_B,22009,2379,15,
vendor_B,23589,2379,15,
vendor_B,22001,2382,16,
vendor_B,22009,2382,16,
vendor_B,23589,2382,16,
vendor_B,22001,2420,16,
vendor_B,22009,2420,16,
vendor_B,23589,2420,16,
vendor_B,22001,2421,16,
vendor_B,22009,2421,16,
vendor_B,23589,2421,16,
vendor_B,22001,2445,16,
vendor_B,22009,2445,16,
vendor_B,23589,2445,16,
vendor_B,22001,2446,16,
vendor_B,22009,2446,16,
vendor_B,23589,2446,16,
vendor_B,22001,2451,16,
vendor_B,22009,2451,16,
vendor_B,23589,2451,16,
vendor_B,22001,2452,16,
vendor_B,22009,2452,16,
vendor_B,23589,2452,16,
vendor_B,22001,2453,16,
vendor_B,22009,2453,16,
vendor_B,23589,2453,16,
vendor_B,22001,2458,16,
vendor_B,22009,2458,16,
vendor_B,23589,2458,16,
vendor_B,22001,2459,16,
vendor_B,22009,2459,16,
vendor_B,23589,2459,16,
vendor_B,22001,2460,16,
vendor_B,22009,2460,16,
vendor_B,23589,2460,16,
vendor_B,22001,2461,16,
vendor_B,22009,2461,16,
vendor_B,23589,2461,16,
vendor_B,22001,2462,16,
vendor_B,22009,2462,16,
vendor_B,23589,2462,16,
vendor_B,22001,2464,16,
vendor_B,22009,2464,16,
vendor_B,23589,2464,16,
vendor_B,22001,2465,16,
vendor_B,22009,2465,16,
vendor_B,23589,2465,16,
vendor_B,22001,2466,16,
vendor_B,22009,2466,16,
