vendor,sending_zip,receiving_zip,vendor_A_pricing
vendor_A,22009,1432,13
vendor_A,23589,1432,13
vendor_A,22001,1436,13
vendor_A,22009,1436,13
vendor_A,23589,1436,13
vendor_A,22001,1440,13
vendor_A,22009,1440,13
vendor_A,23589,1440,13
vendor_A,22001,1450,11
vendor_A,22009,1450,11
vendor_A,23589,1450,11
vendor_A,22001,1451,13
vendor_A,22009,1451,13
vendor_A,23589,1451,13
vendor_A,22001,1453,13
vendor_A,22009,1453,13
vendor_A,23589,1453,13
vendor_A,22001,1460,13
vendor_A,22009,1460,13
vendor_A,23589,1460,13
vendor_A,22001,1462,13
vendor_A,22009,1462,13
vendor_A,23589,1462,13
vendor_A,22001,1463,13
vendor_A,22009,1463,13
vendor_A,23589,1463,13
vendor_A,22001,1469,13
vendor_A,22009,1469,13
vendor_A,23589,1469,13
vendor_A,22001,1473,13
vendor_A,22009,1473,13
vendor_A,23589,1473,13
vendor_A,22001,1474,13
vendor_A,22009,1474,13
vendor_A,23589,1474,13
vendor_A,22001,1501,13
vendor_A,22009,1501,13
vendor_A,23589,1501,13
vendor_A,22001,1505,13
vendor_A,22009,1505,13
vendor_A,23589,1505,13
vendor_A,22001,1506,13
vendor_A,22009,1506,13
vendor_A,23589,1506,13
vendor_A,22001,1507,13
vendor_A,22009,1507,13
vendor_A,23589,1507,13
vendor_A,22001,1510,13
vendor_A,22009,1510,13
vendor_A,23589,1510,13
vendor_A,22001,1516,13
vendor_A,22009,1516,13
vendor_A,23589,1516,13
vendor_A,22001,1519,13
vendor_A,22009,1519,13
vendor_A,23589,1519,13
vendor_A,22001,1520,14
vendor_A,22009,1520,14
vendor_A,23589,1520,14
vendor_A,22001,1522,13
vendor_A,22009,1522,13
vendor_A,23589,1522,13
vendor_A,22001,1524,14
vendor_A,22009,1524,14
vendor_A,23589,1524,14
vendor_A,22001,1527,13
vendor_A,22009,1527,13
vendor_A,23589,1527,13
vendor_A,22001,1532,13
vendor_A,22009,1532,13
vendor_A,23589,1532,13
vendor_A,22001,1534,13
vendor_A,22009,1534,13
vendor_A,23589,1534,13
vendor_A,22001,1536,13
vendor_A,22009,1536,13
vendor_A,23589,1536,13
vendor_A,22001,1541,13
vendor_A,22009,1541,13
vendor_A,23589,1541,13
vendor_A,22001,1542,13
vendor_A,22009,1542,13
vendor_A,23589,1542,13
vendor_A,22001,1543,13
vendor_A,22009,1543,13
vendor_A,23589,1543,13
vendor_A,22001,1545,13
vendor_A,22009,1545,13
vendor_A,23589,1545,13
vendor_A,22001,1562,13
vendor_A,22009,1562,13
vendor_A,23589,1562,13
vendor_A,22001,1564,13
vendor_A,22009,1564,13
vendor_A,23589,1564,13
vendor_A,22001,1566,13
vendor_A,22009,1566,13
vendor_A,23589,1566,13
vendor_A,22001,1568,13
vendor_A,22009,1568,13
vendor_A,23589,1568,13
vendor_A,22001,1569,13
vendor_A,22009,1569,13
vendor_A,23589,1569,13
vendor_A,22001,1570,13
vendor_A,22009,1570,13
vendor_A,23589,1570,13
vendor_A,22001,1571,13
vendor_A,22009,1571,13
vendor_A,23589,1571,13
vendor_A,22001,1581,13
vendor_A,22009,1581,13
vendor_A,23589,1581,13
vendor_A,22001,1583,13
vendor_A,22009,1583,13
vendor_A,23589,1583,13
vendor_A,22001,1585,13
vendor_A,22009,1585,13
vendor_A,23589,1585,13
vendor_A,22001,1588,13
vendor_A,22009,1588,13
vendor_A,23589,1588,13
vendor_A,22001,1590,13
vendor_A,22009,1590,13
vendor_A,23589,1590,13
vendor_A,22001,1602,13
vendor_A,22009,1602,13
vendor_A,23589,1602,13
vendor_A,22001,1603,13
vendor_A,22009,1603,13
vendor_A,23589,1603,13
vendor_A,22001,1604,13
vendor_A,22009,1604,13
vendor_A,23589,1604,13
vendor_A,22001,1605,13
vendor_A,22009,1605,13
vendor_A,23589,1605,13
vendor_A,22001,1606,13
vendor_A,22009,1606,13
vendor_A,23589,1606,13
vendor_A,22001,1608,13
vendor_A,22009,1608,13
vendor_A,23589,1608,13
vendor_A,22001,1609,13
vendor_A,22009,1609,13
vendor_A,23589,1609,13
vendor_A,22001,1610,13
vendor_A,22009,1610,13
vendor_A,23589,1610,13
vendor_A,22001,1612,13
vendor_A,22009,1612,13
vendor_A,23589,1612,13
vendor_A,22001,1701,13
vendor_A,22009,1701,13
vendor_A,23589,1701,13
vendor_A,22001,1702,13
vendor_A,22009,1702,13
vendor_A,23589,1702,13
vendor_A,22001,1719,13
vendor_A,22009,1719,13
vendor_A,23589,1719,13
vendor_A,22001,1720,13
vendor_A,22009,1720,13
vendor_A,23589,1720,13
vendor_A,22001,1721,13
vendor_A,22009,1721,13
vendor_A,23589,1721,13
vendor_A,22001,1730,13
vendor_A,22009,1730,13
vendor_A,23589,1730,13
vendor_A,22001,1740,13
vendor_A,22009,1740,13
vendor_A,23589,1740,13
vendor_A,22001,1741,13
vendor_A,22009,1741,13
vendor_A,23589,1741,13
vendor_A,22001,1742,13
vendor_A,22009,1742,13
vendor_A,23589,1742,13
vendor_A,22001,1745,13
vendor_A,22009,1745,13
vendor_A,23589,1745,13
vendor_A,22001,1746,11
vendor_A,22009,1746,11
vendor_A,23589,1746,11
vendor_A,22001,1747,13
vendor_A,22009,1747,13
vendor_A,23589,1747,13
vendor_A,22001,1748,13
vendor_A,22009,1748,13
vendor_A,23589,1748,13
vendor_A,22001,1749,13
vendor_A,22009,1749,13
vendor_A,23589,1749,13
vendor_A,22001,1752,13
vendor_A,22009,1752,13
vendor_A,23589,1752,13
vendor_A,22001,1754,13
vendor_A,22009,1754,13
vendor_A,23589,1754,13
vendor_A,22001,1756,13
vendor_A,22009,1756,13
vendor_A,23589,1756,13
vendor_A,22001,1757,13
vendor_A,22009,1757,13
vendor_A,23589,1757,13
vendor_A,22001,1760,13
vendor_A,22009,1760,13
vendor_A,23589,1760,13
vendor_A,22001,1770,12
vendor_A,22009,1770,12
vendor_A,23589,1770,12
vendor_A,22001,1772,13
vendor_A,22009,1772,13
vendor_A,23589,1772,13
vendor_A,22001,1773,12
vendor_A,22009,1773,12
vendor_A,23589,1773,12
vendor_A,22001,1775,13
vendor_A,22009,1775,13
vendor_A,23589,1775,13
vendor_A,22001,1776,13
vendor_A,22009,1776,13
vendor_A,23589,1776,13
vendor_A,22001,1778,13
vendor_A,22009,1778,13
vendor_A,23589,1778,13
vendor_A,22001,1801,13
vendor_A,22009,1801,13
vendor_A,23589,1801,13
vendor_A,22001,1803,13
vendor_A,22009,1803,13
vendor_A,23589,1803,13
vendor_A,22001,1810,12
vendor_A,22009,1810,12
vendor_A,23589,1810,12
vendor_A,22001,1821,13
vendor_A,22009,1821,13
vendor_A,23589,1821,13
vendor_A,22001,1824,13
vendor_A,22009,1824,13
vendor_A,23589,1824,13
vendor_A,22001,1826,13
vendor_A,22009,1826,13
vendor_A,23589,1826,13
vendor_A,22001,1830,13
vendor_A,22009,1830,13
vendor_A,23589,1830,13
vendor_A,22001,1832,13
vendor_A,22009,1832,13
vendor_A,23589,1832,13
vendor_A,22001,1833,13
vendor_A,22009,1833,13
vendor_A,23589,1833,13
vendor_A,22001,1834,13
vendor_A,22009,1834,13
vendor_A,23589,1834,13
vendor_A,22001,1835,13
vendor_A,22009,1835,13
vendor_A,23589,1835,13
vendor_A,22001,1840,13
vendor_A,22009,1840,13
vendor_A,23589,1840,13
vendor_A,22001,1843,13
vendor_A,22009,1843,13
vendor_A,23589,1843,13
vendor_A,22001,1844,13
vendor_A,22009,1844,13
vendor_A,23589,1844,13
vendor_A,22001,1845,13
vendor_A,22009,1845,13
vendor_A,23589,1845,13
vendor_A,22001,1851,13
vendor_A,22009,1851,13
vendor_A,23589,1851,13
vendor_A,22001,1852,13
vendor_A,22009,1852,13
vendor_A,23589,1852,13
vendor_A,22001,1854,13
vendor_A,22009,1854,13
vendor_A,23589,1854,13
vendor_A,22001,1862,13
vendor_A,22009,1862,13
vendor_A,23589,1862,13
vendor_A,22001,1863,13
vendor_A,22009,1863,13
vendor_A,23589,1863,13
vendor_A,22001,1864,14
vendor_A,22009,1864,14
vendor_A,23589,1864,14
vendor_A,22001,1867,13
vendor_A,22009,1867,13
vendor_A,23589,1867,13
vendor_A,22001,1876,13
vendor_A,22009,1876,13
vendor_A,23589,1876,13
vendor_A,22001,1880,13
vendor_A,22009,1880,13
vendor_A,23589,1880,13
vendor_A,22001,1886,13
vendor_A,22009,1886,13
vendor_A,23589,1886,13
vendor_A,22001,1887,13
vendor_A,22009,1887,13
vendor_A,23589,1887,13
vendor_A,22001,1890,13
vendor_A,22009,1890,13
vendor_A,23589,1890,13
vendor_A,22001,1902,12
vendor_A,22009,1902,12
vendor_A,23589,1902,12
vendor_A,22001,1904,13
vendor_A,22009,1904,13
vendor_A,23589,1904,13
vendor_A,22001,1906,13
vendor_A,22009,1906,13
vendor_A,23589,1906,13
vendor_A,22001,1907,13
vendor_A,22009,1907,13
vendor_A,23589,1907,13
vendor_A,22001,1908,13
vendor_A,22009,1908,13
vendor_A,23589,1908,13
vendor_A,22001,1913,13
vendor_A,22009,1913,13
vendor_A,23589,1913,13
vendor_A,22001,1915,13
vendor_A,22009,1915,13
vendor_A,23589,1915,13
vendor_A,22001,1921,13
vendor_A,22009,1921,13
vendor_A,23589,1921,13
vendor_A,22001,1922,14
vendor_A,22009,1922,14
vendor_A,23589,1922,14
vendor_A,22001,1923,13
vendor_A,22009,1923,13
vendor_A,23589,1923,13
vendor_A,22001,1929,13
vendor_A,22009,1929,13
vendor_A,23589,1929,13
vendor_A,22001,1930,13
vendor_A,22009,1930,13
vendor_A,23589,1930,13
vendor_A,22001,1938,12
vendor_A,22009,1938,12
vendor_A,23589,1938,12
vendor_A,22001,1940,13
vendor_A,22009,1940,13
vendor_A,23589,1940,13
vendor_A,22001,1944,13
vendor_A,22009,1944,13
vendor_A,23589,1944,13
vendor_A,22001,1945,13
vendor_A,22009,1945,13
vendor_A,23589,1945,13
vendor_A,22001,1949,13
vendor_A,22009,1949,13
vendor_A,23589,1949,13
vendor_A,22001,1950,13
vendor_A,22009,1950,13
vendor_A,23589,1950,13
vendor_A,22001,1951,13
vendor_A,22009,1951,13
vendor_A,23589,1951,13
vendor_A,22001,1960,13
vendor_A,22009,1960,13
vendor_A,23589,1960,13
vendor_A,22001,1966,14
vendor_A,22009,1966,14
vendor_A,23589,1966,14
vendor_A,22001,1970,13
vendor_A,22009,1970,13
vendor_A,23589,1970,13
vendor_A,22001,1982,13
vendor_A,22009,1982,13
vendor_A,23589,1982,13
vendor_A,22001,1983,13
vendor_A,22009,1983,13
vendor_A,23589,1983,13
vendor_A,22001,1984,13
vendor_A,22009,1984,13
vendor_A,23589,1984,13
vendor_A,22001,1985,13
vendor_A,22009,1985,13
vendor_A,23589,1985,13
vendor_A,22001,2019,13
vendor_A,22009,2019,13
vendor_A,23589,2019,13
vendor_A,22001,2021,13
vendor_A,22009,2021,13
vendor_A,23589,2021,13
vendor_A,22001,2025,13
vendor_A,22009,2025,13
vendor_A,23589,2025,13
vendor_A,22001,2026,13
vendor_A,22009,2026,13
vendor_A,23589,2026,13
vendor_A,22001,2030,13
vendor_A,22009,2030,13
vendor_A,23589,2030,13
vendor_A,22001,2032,13
vendor_A,22009,2032,13
vendor_A,23589,2032,13
vendor_A,22001,2035,13
vendor_A,22009,2035,13
vendor_A,23589,2035,13
vendor_A,22001,2038,13
vendor_A,22009,2038,13
vendor_A,23589,2038,13
vendor_A,22001,2043,13
vendor_A,22009,2043,13
vendor_A,23589,2043,13
vendor_A,22001,2045,13
vendor_A,22009,2045,13
vendor_A,23589,2045,13
vendor_A,22001,2047,13
vendor_A,22009,2047,13
vendor_A,23589,2047,13
vendor_A,22001,2048,12
vendor_A,22009,2048,12
vendor_A,23589,2048,12
vendor_A,22001,2050,13
vendor_A,22009,2050,13
vendor_A,23589,2050,13
vendor_A,22001,2052,13
vendor_A,22009,2052,13
vendor_A,23589,2052,13
vendor_A,22001,2053,13
vendor_A,22009,2053,13
vendor_A,23589,2053,13
vendor_A,22001,2054,13
vendor_A,22009,2054,13
vendor_A,23589,2054,13
vendor_A,22001,2056,13
vendor_A,22009,2056,13
vendor_A,23589,2056,13
vendor_A,22001,2061,14
vendor_A,22009,2061,14
vendor_A,23589,2061,14
vendor_A,22001,2062,13
vendor_A,22009,2062,13
vendor_A,23589,2062,13
vendor_A,22001,2066,13
vendor_A,22009,2066,13
vendor_A,23589,2066,13
vendor_A,22001,2067,13
vendor_A,22009,2067,13
vendor_A,23589,2067,13
vendor_A,22001,2072,13
vendor_A,22009,2072,13
vendor_A,23589,2072,13
vendor_A,22001,2081,13
vendor_A,22009,2081,13
vendor_A,23589,2081,13
vendor_A,22001,2090,13
vendor_A,22009,2090,13
vendor_A,23589,2090,13
vendor_A,22001,2093,14
vendor_A,22009,2093,14
vendor_A,23589,2093,14
vendor_A,22001,2108,13
vendor_A,22009,2108,13
vendor_A,23589,2108,13
vendor_A,22001,2109,13
vendor_A,22009,2109,13
vendor_A,23589,2109,13
vendor_A,22001,2110,13
vendor_A,22009,2110,13
vendor_A,23589,2110,13
vendor_A,22001,2111,13
vendor_A,22009,2111,13
vendor_A,23589,2111,13
vendor_A,22001,2113,13
vendor_A,22009,2113,13
vendor_A,23589,2113,13
vendor_A,22001,2114,13
vendor_A,22009,2114,13
vendor_A,23589,2114,13
vendor_A,22001,2115,13
vendor_A,22009,2115,13
vendor_A,23589,2115,13
vendor_A,22001,2116,13
vendor_A,22009,2116,13
vendor_A,23589,2116,13
vendor_A,22001,2118,13
vendor_A,22009,2118,13
vendor_A,23589,2118,13
vendor_A,22001,2119,13
vendor_A,22009,2119,13
vendor_A,23589,2119,13
vendor_A,22001,2120,13
vendor_A,22009,2120,13
vendor_A,23589,2120,13
vendor_A,22001,2121,13
vendor_A,22009,2121,13
vendor_A,23589,2121,13
vendor_A,22001,2122,13
vendor_A,22009,2122,13
vendor_A,23589,2122,13
vendor_A,22001,2124,13
vendor_A,22009,2124,13
vendor_A,23589,2124,13
vendor_A,22001,2125,14
vendor_A,22009,2125,14
vendor_A,23589,2125,14
vendor_A,22001,2126,13
vendor_A,22009,2126,13
vendor_A,23589,2126,13
vendor_A,22001,2127,12
vendor_A,22009,2127,12
vendor_A,23589,2127,12
vendor_A,22001,2128,13
vendor_A,22009,2128,13
vendor_A,23589,2128,13
vendor_A,22001,2129,13
vendor_A,22009,2129,13
vendor_A,23589,2129,13
vendor_A,22001,2130,13
vendor_A,22009,2130,13
vendor_A,23589,2130,13
vendor_A,22001,2131,14
vendor_A,22009,2131,14
vendor_A,23589,2131,14
vendor_A,22001,2132,13
vendor_A,22009,2132,13
vendor_A,23589,2132,13
vendor_A,22001,2134,13
vendor_A,22009,2134,13
vendor_A,23589,2134,13
vendor_A,22001,2135,12
vendor_A,22009,2135,12
vendor_A,23589,2135,12
vendor_A,22001,2136,13
vendor_A,22009,2136,13
vendor_A,23589,2136,13
vendor_A,22001,2138,13
vendor_A,22009,2138,13
vendor_A,23589,2138,13
vendor_A,22001,2139,13
vendor_A,22009,2139,13
vendor_A,23589,2139,13
vendor_A,22001,2140,13
vendor_A,22009,2140,13
vendor_A,23589,2140,13
vendor_A,22001,2141,13
vendor_A,22009,2141,13
vendor_A,23589,2141,13
vendor_A,22001,2142,13
vendor_A,22009,2142,13
vendor_A,23589,2142,13
vendor_A,22001,2143,13
vendor_A,22009,2143,13
vendor_A,23589,2143,13
vendor_A,22001,2144,13
vendor_A,22009,2144,13
vendor_A,23589,2144,13
vendor_A,22001,2145,13
vendor_A,22009,2145,13
vendor_A,23589,2145,13
vendor_A,22001,2148,13
vendor_A,22009,2148,13
vendor_A,23589,2148,13
vendor_A,22001,2149,13
vendor_A,22009,2149,13
vendor_A,23589,2149,13
vendor_A,22001,2150,13
vendor_A,22009,2150,13
vendor_A,23589,2150,13
vendor_A,22001,2151,13
vendor_A,22009,2151,13
vendor_A,23589,2151,13
vendor_A,22001,2152,14
vendor_A,22009,2152,14
vendor_A,23589,2152,14
vendor_A,22001,2155,14
vendor_A,22009,2155,14
vendor_A,23589,2155,14
vendor_A,22001,2163,13
vendor_A,22009,2163,13
vendor_A,23589,2163,13
vendor_A,22001,2169,13
vendor_A,22009,2169,13
vendor_A,23589,2169,13
vendor_A,22001,2170,13
vendor_A,22009,2170,13
vendor_A,23589,2170,13
vendor_A,22001,2171,13
vendor_A,22009,2171,13
vendor_A,23589,2171,13
vendor_A,22001,2176,13
vendor_A,22009,2176,13
vendor_A,23589,2176,13
vendor_A,22001,2180,11
vendor_A,22009,2180,11
vendor_A,23589,2180,11
vendor_A,22001,2184,13
vendor_A,22009,2184,13
vendor_A,23589,2184,13
vendor_A,22001,2186,13
vendor_A,22009,2186,13
vendor_A,23589,2186,13
vendor_A,22001,2188,13
vendor_A,22009,2188,13
vendor_A,23589,2188,13
vendor_A,22001,2189,13
vendor_A,22009,2189,13
vendor_A,23589,2189,13
vendor_A,22001,2190,13
vendor_A,22009,2190,13
vendor_A,23589,2190,13
vendor_A,22001,2199,13
vendor_A,22009,2199,13
vendor_A,23589,2199,13
vendor_A,22001,2201,13
vendor_A,22009,2201,13
vendor_A,23589,2201,13
vendor_A,22001,2210,13
vendor_A,22009,2210,13
vendor_A,23589,2210,13
vendor_A,22001,2215,13
vendor_A,22009,2215,13
vendor_A,23589,2215,13
vendor_A,22001,2216,13
vendor_A,22009,2216,13
vendor_A,23589,2216,13
vendor_A,22001,2301,13
vendor_A,22009,2301,13
vendor_A,23589,2301,13
vendor_A,22001,2302,13
vendor_A,22009,2302,13
vendor_A,23589,2302,13
vendor_A,22001,2324,13
vendor_A,22009,2324,13
vendor_A,23589,2324,13
vendor_A,22001,2330,13
vendor_A,22009,2330,13
vendor_A,23589,2330,13
vendor_A,22001,2332,13
vendor_A,22009,2332,13
vendor_A,23589,2332,13
vendor_A,22001,2333,13
vendor_A,22009,2333,13
vendor_A,23589,2333,13
vendor_A,22001,2338,13
vendor_A,22009,2338,13
vendor_A,23589,2338,13
vendor_A,22001,2339,13
vendor_A,22009,2339,13
vendor_A,23589,2339,13
vendor_A,22001,2341,13
vendor_A,22009,2341,13
vendor_A,23589,2341,13
vendor_A,22001,2343,13
vendor_A,22009,2343,13
vendor_A,23589,2343,13
vendor_A,22001,2346,13
vendor_A,22009,2346,13
vendor_A,23589,2346,13
vendor_A,22001,2347,13
vendor_A,22009,2347,13
vendor_A,23589,2347,13
vendor_A,22001,2351,13
vendor_A,22009,2351,13
vendor_A,23589,2351,13
vendor_A,22001,2356,13
vendor_A,22009,2356,13
vendor_A,23589,2356,13
vendor_A,22001,2357,13
vendor_A,22009,2357,13
vendor_A,23589,2357,13
vendor_A,22001,2359,13
vendor_A,22009,2359,13
vendor_A,23589,2359,13
vendor_A,22001,2360,13
vendor_A,22009,2360,13
vendor_A,23589,2360,13
vendor_A,22001,2364,13
vendor_A,22009,2364,13
vendor_A,23589,2364,13
vendor_A,22001,2367,13
vendor_A,22009,2367,13
vendor_A,23589,2367,13
vendor_A,22001,2368,13
vendor_A,22009,2368,13
vendor_A,23589,2368,13
vendor_A,22001,2370,13
vendor_A,22009,2370,13
vendor_A,23589,2370,13
vendor_A,22001,2375,13
vendor_A,22009,2375,13
vendor_A,23589,2375,13
vendor_A,22001,2379,12
vendor_A,22009,2379,12
vendor_A,23589,2379,12
vendor_A,22001,2382,13
vendor_A,22009,2382,13
vendor_A,23589,2382,13
vendor_A,22001,2420,13
vendor_A,22009,2420,13
vendor_A,23589,2420,13
vendor_A,22001,2421,13
vendor_A,22009,2421,13
vendor_A,23589,2421,13
vendor_A,22001,2445,13
vendor_A,22009,2445,13
vendor_A,23589,2445,13
vendor_A,22001,2446,13
vendor_A,22009,2446,13
vendor_A,23589,2446,13
vendor_A,22001,2451,13
vendor_A,22009,2451,13
vendor_A,23589,2451,13
vendor_A,22001,2452,13
vendor_A,22009,2452,13
vendor_A,23589,2452,13
vendor_A,22001,2453,13
vendor_A,22009,2453,13
vendor_A,23589,2453,13
vendor_A,22001,2458,13
vendor_A,22009,2458,13
vendor_A,23589,2458,13
vendor_A,22001,2459,13
vendor_A,22009,2459,13
vendor_A,23589,2459,13
vendor_A,22001,2460,13
vendor_A,22009,2460,13
vendor_A,23589,2460,13
vendor_A,22001,2461,13
vendor_A,22009,2461,13
vendor_A,23589,2461,13
vendor_A,22001,2462,13
vendor_A,22009,2462,13
vendor_A,23589,2462,13
vendor_A,22001,2464,13
vendor_A,22009,2464,13
vendor_A,23589,2464,13
vendor_A,22001,2465,13
vendor_A,22009,2465,13
vendor_A,23589,2465,13
vendor_A,22001,2466,13
vendor_A,22009,2466,13
vendor_A,23589,2466,13
vendor_A,22001,2467,13
vendor_A,22009,2467,13
vendor_A,23589,2467,13
vendor_A,22001,2468,13
vendor_A,22009,2468,13
vendor_A,23589,2468,13
vendor_A,22001,2472,13
vendor_A,22009,2472,13
vendor_A,23589,2472,13
vendor_A,22001,2473,13
vendor_A,22009,2473,13
vendor_A,23589,2473,13
vendor_A,22001,2474,13
vendor_A,22009,2474,13
vendor_A,23589,2474,13
vendor_A,22001,2476,13
vendor_A,22009,2476,13
vendor_A,23589,2476,13
vendor_A,22001,2478,13
vendor_A,22009,2478,13
vendor_A,23589,2478,13
vendor_A,22001,2481,14
vendor_A,22009,2481,14
vendor_A,23589,2481,14
vendor_A,22001,2482,12
vendor_A,22009,2482,12
vendor_A,23589,2482,12
vendor_A,22001,2492,14
vendor_A,22009,2492,14
vendor_A,23589,2492,14
vendor_A,22001,2493,13
vendor_A,22009,2493,13
vendor_A,23589,2493,13
vendor_A,22001,2494,13
vendor_A,22009,2494,13
vendor_A,23589,2494,13
vendor_A,22001,2532,13
vendor_A,22009,2532,13
vendor_A,23589,2532,13
vendor_A,22001,2534,13
vendor_A,22009,2534,13
vendor_A,23589,2534,13
vendor_A,22001,2535,13
vendor_A,22009,2535,13
vendor_A,23589,2535,13
vendor_A,22001,2536,13
vendor_A,22009,2536,13
vendor_A,23589,2536,13
vendor_A,22001,2537,13
vendor_A,22009,2537,13
vendor_A,23589,2537,13
vendor_A,22001,2540,13
vendor_A,22009,2540,13
vendor_A,23589,2540,13
vendor_A,22001,2543,13
vendor_A,22009,2543,13
vendor_A,23589,2543,13
vendor_A,22001,2554,14
vendor_A,22009,2554,14
vendor_A,23589,2554,14
vendor_A,22001,2556,13
vendor_A,22009,2556,13
vendor_A,23589,2556,13
vendor_A,22001,2563,13
vendor_A,22009,2563,13
vendor_A,23589,2563,13
